Model Name,hy-mt2-1.8b
IP Address/Port,74.2.96.26:32232
Parameters,"temperature=0.7,top_p=0.6,top_k=20,max_tokens=4096,repetition_penalty=1.05"

Input,Expected Output,Actual Output,Time Taken (s)
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.238
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2089
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.2135
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.2032
她喜欢读书。,She likes reading books.,She likes reading books.,0.215
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.1994
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2083
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.2016
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.2008
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1921
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes to listen to music in his free time.,0.212
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.1973
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.206
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1903
我今必须完成我的作业。,I must finish my homework today.,I must finish my homework now.,0.1995
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.1936
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.1976
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.1924
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.2016
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.2083
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2142
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2222
生物学家发现了一种新物种。,Biologists discovered a new species.,Biologists have discovered a new species.,0.2004
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2025
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2111
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.1883
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2006
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2032
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.1891
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.197
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.2009
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.2006
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.2007
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.2002
他要去市场。,He is going to the market.,He is going to the market.,0.2104
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.1965
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2064
科学为人类服务。,Science serves humanity.,Science serves humanity.,0.1814
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes to listen to music in his free time.,0.2097
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2561
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.2005
医生开了新的药。,The doctor prescribed a new medicine.,The doctor prescribed new medicine.,0.1893
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.1974
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.1918
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2028
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2445
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.2101
猫正在睡觉。,The cat is sleeping.,The cat is sleeping.,0.2008
政府颁布了新的政策。,The government issued a new policy.,The government has issued new policies.,0.213
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.2
